id,topic,sub_topic,question,correct_answer,distractor_1,distractor_2,distractor_3,explanation,difficulty
82f918c5,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [12, 77, 74, 86, 37, 72, 58]. Perform Bubble Sort. What is the exact state of the array after the completion of 1 full pass(es)?","[12, 74, 77, 37, 72, 58, 86]","[12, 77, 74, 86, 37, 72, 58]","[12, 37, 58, 72, 74, 77, 86]","[72, 58, 12, 37, 77, 74, 86]","After 1 passes of Bubble Sort, the largest 1 elements effectively 'bubble' to the end in sorted order.",Medium
96ce2616,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [80, 78, 81, 30, 74]. Perform Bubble Sort. What is the exact state of the array after the completion of 1 full pass(es)?","[78, 80, 30, 74, 81]","[80, 78, 81, 30, 74]","[30, 74, 78, 80, 81]","[80, 78, 74, 30, 81]","After 1 passes of Bubble Sort, the largest 1 elements effectively 'bubble' to the end in sorted order.",Medium
153cf1b5,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [7, 25, 24, 34, 5, 39]. What is the Postorder traversal sequence of the resulting tree?","[5, 24, 39, 34, 25, 7]","[7, 5, 25, 24, 34, 39]","[7, 25, 24, 34, 5, 39]","[39, 34, 25, 24, 7, 5]",The BST is constructed by inserting nodes. Postorder visits nodes in specific recursive order.,Hard
4204f2fd,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [22, 43, 38, 91, 25, 68, 15]. Perform Bubble Sort. What is the exact state of the array after the completion of 4 full pass(es)?","[22, 25, 15, 38, 43, 68, 91]","[22, 43, 38, 91, 25, 68, 15]","[15, 22, 25, 38, 43, 68, 91]","[15, 38, 22, 43, 68, 91, 25]","After 4 passes of Bubble Sort, the largest 4 elements effectively 'bubble' to the end in sorted order.",Medium
f8558b9d,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(7), Pop(), Push(18), Push(4). What is the element at the TOP of the stack after these operations?",4,18,5,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
7719cb33,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [62, 39, 52, 81, 70, 42, 63]. Perform Bubble Sort. What is the exact state of the array after the completion of 2 full pass(es)?","[39, 52, 62, 42, 63, 70, 81]","[62, 39, 52, 81, 70, 42, 63]","[39, 42, 52, 62, 63, 70, 81]","[42, 81, 52, 62, 39, 63, 70]","After 2 passes of Bubble Sort, the largest 2 elements effectively 'bubble' to the end in sorted order.",Medium
0e8ecb02,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [5, 34, 3, 1, 36]. What is the Preorder traversal sequence of the resulting tree?","[5, 3, 1, 34, 36]","[1, 3, 36, 34, 5]","[5, 34, 3, 1, 36]","[36, 34, 5, 3, 1]",The BST is constructed by inserting nodes. Preorder visits nodes in specific recursive order.,Hard
51519cdf,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [30, 40, 10, 41, 17, 20, 29]. What is the Preorder traversal sequence of the resulting tree?","[30, 10, 17, 20, 29, 40, 41]","[29, 20, 17, 10, 41, 40, 30]","[30, 40, 10, 41, 17, 20, 29]","[41, 40, 30, 29, 20, 17, 10]",The BST is constructed by inserting nodes. Preorder visits nodes in specific recursive order.,Hard
2f649373,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(13), Push(11), Pop(), Push(8), Pop(). What is the element at the TOP of the stack after these operations?",13,13,14,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
6925a5bf,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [95, 70, 66, 19, 14, 98]. Perform Bubble Sort. What is the exact state of the array after the completion of 3 full pass(es)?","[19, 14, 66, 70, 95, 98]","[95, 70, 66, 19, 14, 98]","[14, 19, 66, 70, 95, 98]","[95, 70, 98, 14, 66, 19]","After 3 passes of Bubble Sort, the largest 3 elements effectively 'bubble' to the end in sorted order.",Medium
c0194ec0,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [33, 35, 51, 61, 71]. Perform Bubble Sort. What is the exact state of the array after the completion of 1 full pass(es)?","[33, 35, 51, 61, 71]","[33, 35, 51, 61, 71]","[33, 35, 51, 61, 71]","[51, 33, 35, 61, 71]","After 1 passes of Bubble Sort, the largest 1 elements effectively 'bubble' to the end in sorted order.",Medium
00281e0e,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(8), Push(17), Pop(), Pop(), Push(10), Push(19). What is the element at the TOP of the stack after these operations?",19,10,20,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
54a727ed,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [96, 81, 59, 16, 84]. Perform Bubble Sort. What is the exact state of the array after the completion of 3 full pass(es)?","[16, 59, 81, 84, 96]","[96, 81, 59, 16, 84]","[16, 59, 81, 84, 96]","[81, 84, 96, 16, 59]","After 3 passes of Bubble Sort, the largest 3 elements effectively 'bubble' to the end in sorted order.",Medium
7838d443,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(20), Push(13), Push(14), Push(3), Push(15), Push(3). What is the element at the TOP of the stack after these operations?",3,20,4,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
98b373dd,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [16, 43, 29, 33, 9, 49, 11]. What is the Preorder traversal sequence of the resulting tree?","[16, 9, 11, 43, 29, 33, 49]","[11, 9, 33, 29, 49, 43, 16]","[16, 43, 29, 33, 9, 49, 11]","[49, 43, 33, 29, 16, 11, 9]",The BST is constructed by inserting nodes. Preorder visits nodes in specific recursive order.,Hard
5da9cbd7,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(7), Pop(), Push(19), Push(5). What is the element at the TOP of the stack after these operations?",5,19,6,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
3dff62b6,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [9, 5, 40, 23, 1, 46]. What is the Inorder traversal sequence of the resulting tree?","[1, 5, 9, 23, 40, 46]","[9, 5, 1, 40, 23, 46]","[9, 5, 40, 23, 1, 46]","[46, 40, 23, 9, 5, 1]",The BST is constructed by inserting nodes. Inorder visits nodes in specific recursive order.,Hard
aed44c06,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(1), Push(19), Push(17), Push(6), Pop(). What is the element at the TOP of the stack after these operations?",17,1,18,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
b9beb6e1,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(2), Push(15), Pop(), Push(18), Pop(). What is the element at the TOP of the stack after these operations?",2,2,3,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
d3355e6f,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [60, 21, 66, 52, 92]. Perform Bubble Sort. What is the exact state of the array after the completion of 2 full pass(es)?","[21, 52, 60, 66, 92]","[60, 21, 66, 52, 92]","[21, 52, 60, 66, 92]","[52, 60, 21, 92, 66]","After 2 passes of Bubble Sort, the largest 2 elements effectively 'bubble' to the end in sorted order.",Medium
a9a14473,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(9), Push(10), Pop(), Pop(), Push(16), Push(20). What is the element at the TOP of the stack after these operations?",20,16,21,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
e40e6e25,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [27, 1, 2, 31, 3, 5]. What is the Preorder traversal sequence of the resulting tree?","[27, 1, 2, 3, 5, 31]","[5, 3, 2, 1, 31, 27]","[27, 1, 2, 31, 3, 5]","[31, 27, 5, 3, 2, 1]",The BST is constructed by inserting nodes. Preorder visits nodes in specific recursive order.,Hard
e0a8f008,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [63, 98, 82, 87, 49, 56]. Perform Bubble Sort. What is the exact state of the array after the completion of 3 full pass(es)?","[63, 49, 56, 82, 87, 98]","[63, 98, 82, 87, 49, 56]","[49, 56, 63, 82, 87, 98]","[82, 56, 98, 63, 87, 49]","After 3 passes of Bubble Sort, the largest 3 elements effectively 'bubble' to the end in sorted order.",Medium
39ec3cab,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [95, 77, 37, 17, 45]. Perform Bubble Sort. What is the exact state of the array after the completion of 3 full pass(es)?","[17, 37, 45, 77, 95]","[95, 77, 37, 17, 45]","[17, 37, 45, 77, 95]","[37, 45, 17, 77, 95]","After 3 passes of Bubble Sort, the largest 3 elements effectively 'bubble' to the end in sorted order.",Medium
6fd8def5,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [77, 84, 66, 40, 95, 14, 50]. Perform Bubble Sort. What is the exact state of the array after the completion of 5 full pass(es)?","[14, 40, 50, 66, 77, 84, 95]","[77, 84, 66, 40, 95, 14, 50]","[14, 40, 50, 66, 77, 84, 95]","[66, 84, 95, 50, 14, 40, 77]","After 5 passes of Bubble Sort, the largest 5 elements effectively 'bubble' to the end in sorted order.",Medium
367a0ce4,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(12), Push(20), Pop(), Push(6), Push(8). What is the element at the TOP of the stack after these operations?",8,12,9,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
1e228c39,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [94, 53, 63, 39, 87, 65, 56, 22]. Perform Bubble Sort. What is the exact state of the array after the completion of 2 full pass(es)?","[53, 39, 63, 65, 56, 22, 87, 94]","[94, 53, 63, 39, 87, 65, 56, 22]","[22, 39, 53, 56, 63, 65, 87, 94]","[94, 65, 39, 87, 63, 56, 53, 22]","After 2 passes of Bubble Sort, the largest 2 elements effectively 'bubble' to the end in sorted order.",Medium
1f53b958,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(18), Pop(), Push(5), Push(15), Push(16), Push(19). What is the element at the TOP of the stack after these operations?",19,5,20,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
203f209e,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(3), Push(8), Pop(), Push(1), Push(18), Pop(), Pop(). What is the element at the TOP of the stack after these operations?",3,3,4,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
88092ea0,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(15), Pop(), Push(3), Push(12), Push(5), Pop(), Push(6). What is the element at the TOP of the stack after these operations?",6,3,7,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
ddcf1ac2,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [19, 42, 33, 13, 15, 24, 27]. What is the Postorder traversal sequence of the resulting tree?","[15, 13, 27, 24, 33, 42, 19]","[19, 13, 15, 42, 33, 24, 27]","[19, 42, 33, 13, 15, 24, 27]","[42, 33, 27, 24, 19, 15, 13]",The BST is constructed by inserting nodes. Postorder visits nodes in specific recursive order.,Hard
3dca56be,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [92, 69, 31, 80, 17, 98, 72, 90]. Perform Bubble Sort. What is the exact state of the array after the completion of 6 full pass(es)?","[17, 31, 69, 72, 80, 90, 92, 98]","[92, 69, 31, 80, 17, 98, 72, 90]","[17, 31, 69, 72, 80, 90, 92, 98]","[98, 17, 92, 80, 90, 31, 72, 69]","After 6 passes of Bubble Sort, the largest 6 elements effectively 'bubble' to the end in sorted order.",Medium
bf087790,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(6), Pop(), Push(15), Pop(), Push(18). What is the element at the TOP of the stack after these operations?",18,18,19,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
a39b17e2,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [31, 56, 40, 49, 70, 46, 11]. Perform Bubble Sort. What is the exact state of the array after the completion of 3 full pass(es)?","[31, 40, 46, 11, 49, 56, 70]","[31, 56, 40, 49, 70, 46, 11]","[11, 31, 40, 46, 49, 56, 70]","[46, 70, 40, 11, 49, 31, 56]","After 3 passes of Bubble Sort, the largest 3 elements effectively 'bubble' to the end in sorted order.",Medium
2e8a472f,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(3), Push(9), Pop(), Push(20), Push(18), Push(13). What is the element at the TOP of the stack after these operations?",13,3,14,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
46e1ac16,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [6, 25, 1, 18, 38, 41]. What is the Preorder traversal sequence of the resulting tree?","[6, 1, 25, 18, 38, 41]","[1, 18, 41, 38, 25, 6]","[6, 25, 1, 18, 38, 41]","[41, 38, 25, 18, 6, 1]",The BST is constructed by inserting nodes. Preorder visits nodes in specific recursive order.,Hard
83e80b87,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(4), Pop(), Push(14), Push(18), Pop(). What is the element at the TOP of the stack after these operations?",14,14,15,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
d1eddc10,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(6), Push(14), Push(7), Push(9), Pop(). What is the element at the TOP of the stack after these operations?",7,6,8,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
ba5746a8,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(16), Pop(), Push(10), Pop(), Push(17). What is the element at the TOP of the stack after these operations?",17,17,18,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
0cf3ea0f,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [11, 20, 15, 42, 31, 28]. What is the Preorder traversal sequence of the resulting tree?","[11, 20, 15, 42, 31, 28]","[15, 28, 31, 42, 20, 11]","[11, 20, 15, 42, 31, 28]","[42, 31, 28, 20, 15, 11]",The BST is constructed by inserting nodes. Preorder visits nodes in specific recursive order.,Hard
4f4440b3,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [42, 53, 43, 92, 82, 71, 65]. Perform Bubble Sort. What is the exact state of the array after the completion of 2 full pass(es)?","[42, 43, 53, 71, 65, 82, 92]","[42, 53, 43, 92, 82, 71, 65]","[42, 43, 53, 65, 71, 82, 92]","[65, 71, 53, 82, 92, 42, 43]","After 2 passes of Bubble Sort, the largest 2 elements effectively 'bubble' to the end in sorted order.",Medium
6f97391c,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [14, 32, 36, 39, 21, 44, 6]. What is the Postorder traversal sequence of the resulting tree?","[6, 21, 44, 39, 36, 32, 14]","[14, 6, 32, 21, 36, 39, 44]","[14, 32, 36, 39, 21, 44, 6]","[44, 39, 36, 32, 21, 14, 6]",The BST is constructed by inserting nodes. Postorder visits nodes in specific recursive order.,Hard
